Tweet Scraped,Username,Description,Location,Followinf Count,Followers Count,Total Tweets,Retweet Count,Tweet Text,Hashtags Used
,TOIChandigarh,Your city. Your neighborhood. Your block. Covered for you by https://t.co/VSKi1mCAsZ,,116,22209,52366,0,"#HimachalPradesh CM Jairam Thakur &amp; his family cast their votes in #Seraj Assembly constituency for AssemblyElections2022; visuals from polling station 44 in Mandi

Confident of a grand win. Feedback is great. Most importantly, people are casting their votes peacefully, he said. https://t.co/vG8w7ek713","['HimachalPradesh', 'Seraj']"
394,ssauravvkkumarr,"PROUD INDIAN🇮🇳
AN UNAPOLOGETIC HINDU.🕉️
वीर भोग्य वसुंधरा⚔️",New delhi,1,50,24171,8,"Himachal Pradesh Minister &amp; BJP MLA from Shimla Suresh Bhardwaj cast his vote for #AssemblyElections2022; visuals from polling station 63/87 in Shimla Assembly constituency

He says, BJP will form its govt once again as per the morning trend. People casting votes in large numbers https://t.co/NiCbgNFgrU",['AssemblyElections2022']
,ssauravvkkumarr,"PROUD INDIAN🇮🇳
AN UNAPOLOGETIC HINDU.🕉️
वीर भोग्य वसुंधरा⚔️",New delhi,1,50,24171,13,"Himachal Pradesh CM Jairam Thakur &amp; his family cast their votes in Seraj Assembly constituency for #AssemblyElections2022; visuals from polling station 44 in Mandi

Confident of a grand win. Feedback is great. Most importantly, people are casting their votes peacefully, he said. https://t.co/UbPnheSuej",['AssemblyElections2022']
395,ssauravvkkumarr,"PROUD INDIAN🇮🇳
AN UNAPOLOGETIC HINDU.🕉️
वीर भोग्य वसुंधरा⚔️",New delhi,1,50,24171,25,"Himachal Pradesh CM Jairam Thakur, his wife Sadhana Thakur &amp; daughters Chandrika Thakur &amp; Priyanka Thakur, offer prayers in Mandi, ahead of casting their votes for the state's #AssemblyElections2022 https://t.co/OGWVvDXW7j",[]
,hemant_hemantcm,,"Shimla, India",65,52,6454,13,"Himachal Pradesh CM Jairam Thakur &amp; his family cast their votes in Seraj Assembly constituency for #AssemblyElections2022; visuals from polling station 44 in Mandi

Confident of a grand win. Feedback is great. Most importantly, people are casting their votes peacefully, he said. https://t.co/UbPnheSuej",['AssemblyElections2022']
396,hemant_hemantcm,,"Shimla, India",65,52,6454,8,"Himachal Pradesh Minister &amp; BJP MLA from Shimla Suresh Bhardwaj cast his vote for #AssemblyElections2022; visuals from polling station 63/87 in Shimla Assembly constituency

He says, BJP will form its govt once again as per the morning trend. People casting votes in large numbers https://t.co/NiCbgNFgrU",['AssemblyElections2022']
,hemania2022,Enjoy Life to fullest 😊,"Guangdong, People's Republic o",503,23,3836,13,"Himachal Pradesh CM Jairam Thakur &amp; his family cast their votes in Seraj Assembly constituency for #AssemblyElections2022; visuals from polling station 44 in Mandi

Confident of a grand win. Feedback is great. Most importantly, people are casting their votes peacefully, he said. https://t.co/UbPnheSuej",['AssemblyElections2022']
397,OMM_SHIVOHAM,,,1092,357,43134,13,"Himachal Pradesh CM Jairam Thakur &amp; his family cast their votes in Seraj Assembly constituency for #AssemblyElections2022; visuals from polling station 44 in Mandi

Confident of a grand win. Feedback is great. Most importantly, people are casting their votes peacefully, he said. https://t.co/UbPnheSuej",['AssemblyElections2022']
,ANI,"Asian News International. Multi-media news agency, content for information platforms: TV, Internet, broadband, newspapers, mobiles https://t.co/eEMPAbi38k",India,0,7423125,609483,8,"Himachal Pradesh Minister &amp; BJP MLA from Shimla Suresh Bhardwaj cast his vote for #AssemblyElections2022; visuals from polling station 63/87 in Shimla Assembly constituency

He says, BJP will form its govt once again as per the morning trend. People casting votes in large numbers https://t.co/NiCbgNFgrU",['AssemblyElections2022']
398,hemania2022,Enjoy Life to fullest 😊,"Guangdong, People's Republic o",503,23,3836,16,"Himachal Pradesh | People cast their votes in Nadaun Assembly constituency, Hamirpur; visuals from polling station 4

I am a first-time voter; feel very excited. I have voted for development: Ankita, a voter

#AssemblyElections2022 https://t.co/0453ZyRUhR",[]
,TheNewIndian_in,India’s multi-media platform run by experienced journalists who bring in-depth news & views from the ground to your devices.,"New Delhi, India",135,32044,11695,2,"#HimachalPolls | People cast their votes for the Assembly election across the state. 

Voting underway for 68 Assembly constituencies 

Read exclusive poll related interviews, features and ground reportage on https://t.co/GP6kfGbakM

#AssemblyElections2022 https://t.co/FaYQDoxbQd","['HimachalPolls', 'AssemblyElections2022']"
399,rajkasundra25,Har har mahadev 🕉️ || Jay kashtbhanjan dev 🚩,"Gujarat, India",922,465,27727,13,"Himachal Pradesh CM Jairam Thakur &amp; his family cast their votes in Seraj Assembly constituency for #AssemblyElections2022; visuals from polling station 44 in Mandi

Confident of a grand win. Feedback is great. Most importantly, people are casting their votes peacefully, he said. https://t.co/UbPnheSuej",['AssemblyElections2022']
,tv9gujarati,NO.1 GUJARATI NEWS CHANNEL. Follow us for breaking news and updates from Gujarat and India. For latest News Videos Subscribe https://t.co/KMXU8OdKK1,"Gujarat, India",62,882552,413361,0,"Himachal Pradesh CM Jairam Thakur &amp; his family cast their votes in Seraj Assembly constituency for #AssemblyElections2022; visuals from polling station 44 in Mandi

Confident of a grand win. Feedback is great. Most importantly, people are casting their votes peacefully, he said. https://t.co/Evd0ZOWYFy",['AssemblyElections2022']
400,TheUnnamedFeel4,"Tweeting against the harassment by the intelligence agencies in Sonarpur, West Bengal. Rejected R&AW job. Jai Shree Ram.",,735,412,230197,5,"Voting for #HimachalPradeshElection2022 has begun. Visuals from a polling station in Samirpur, Hamirpur. 

#AssemblyElections2022 https://t.co/P2iZwhcUv6","['HimachalPradeshElection2022', 'AssemblyElections2022']"
,vikashk61141848,"entrepreneur, social activists, students","Patna, India",574,175,34284,16,"Himachal Pradesh | People cast their votes in Nadaun Assembly constituency, Hamirpur; visuals from polling station 4

I am a first-time voter; feel very excited. I have voted for development: Ankita, a voter

#AssemblyElections2022 https://t.co/0453ZyRUhR",[]
401,iqbalNafeesINC,Zid karo Desh badlo ... kyuki zid ke aage jeet hai..,"Uttar Pradesh, India",4997,845,17545,18,"Congress 3nd list of Candidate for upcoming #GujaratElections2022    

#AssemblyPolls2022     #AssemblyElections2022 #GujaratAssemblyPolls #GujaratElections https://t.co/7sQpGdk8Z1","['GujaratElections2022', 'AssemblyPolls2022', 'AssemblyElections2022']"
,Stanalb,"Born Congressi, SM Volunteer #TRN #CTF #CTF-MAH #Level 3 #WITHRG  #WC #CSK Staunch supporter of Congress and RG Rt=Not Endorsements","Mumbai, Union Of India",15313,20478,388612,18,"Congress 3nd list of Candidate for upcoming #GujaratElections2022    

#AssemblyPolls2022     #AssemblyElections2022 #GujaratAssemblyPolls #GujaratElections https://t.co/7sQpGdk8Z1","['GujaratElections2022', 'AssemblyPolls2022', 'AssemblyElections2022']"
402,Shraban73797916,Bou  Duniya Re Sabuthu Sundara Tu,,114,9,26145,1,"Himachal Pradesh CM Jairam Thakur, his wife Sadhana Thakur &amp; daughters Chandrika Thakur &amp; Priyanka Thakur, offer prayers in Mandi, ahead of casting their votes for the state's #AssemblyElections2022
(ANI) https://t.co/4fVYJ7RNk2",[]
,NewsMobileIndia,NewsMobile is a fact checked mobile news and content platform and busts fake news. We are a signatory to IFCN code of principles  founded by @isaurabhshukla,India,98,17413,204983,0,"Himachal Pradesh CM Jairam Thakur &amp; his family cast their votes in Seraj Assembly constituency for #AssemblyElections2022; visuals from polling station 44 in Mandi

Confident of a grand win. Feedback is great. Most importantly, people are casting their votes peacefully, he said https://t.co/QaXsQIzoeS",['AssemblyElections2022']
403,Modi_raj_,I Love Bharatiy Janta Party . Indian Nationalist,भारत,3768,2470,25147,13,"Himachal Pradesh CM Jairam Thakur &amp; his family cast their votes in Seraj Assembly constituency for #AssemblyElections2022; visuals from polling station 44 in Mandi

Confident of a grand win. Feedback is great. Most importantly, people are casting their votes peacefully, he said. https://t.co/UbPnheSuej",['AssemblyElections2022']
,JournoSunny93,"Journalist @Latestly 
EX: @Mid_day @bayside_journal
Alumni @alumnixaviers @standrewsbandra 
Views are personal 🙏","Bandra, Mumbai",1031,187,7350,1,"Himachal Pradesh Assembly Elections 2022: CM Jairam Thakur and His Family Offer Prayers in Mandi Ahead of Casting Their Votes

#HimachalPradeshElection #AssemblyElections2022 #BJP #Congress #Dharamshala #HimachalPradesh #HimachalPradeshElection2022

https://t.co/XsbUg6fOdA",[]
404,nistula,"Associate Editor & Political Editor, The Hindu. @the_hindu","New Delhi, India",1491,207030,279185,13,"Himachal Pradesh CM Jairam Thakur &amp; his family cast their votes in Seraj Assembly constituency for #AssemblyElections2022; visuals from polling station 44 in Mandi

Confident of a grand win. Feedback is great. Most importantly, people are casting their votes peacefully, he said. https://t.co/UbPnheSuej",['AssemblyElections2022']
,ANI,"Asian News International. Multi-media news agency, content for information platforms: TV, Internet, broadband, newspapers, mobiles https://t.co/eEMPAbi38k",India,0,7423125,609483,13,"Himachal Pradesh CM Jairam Thakur &amp; his family cast their votes in Seraj Assembly constituency for #AssemblyElections2022; visuals from polling station 44 in Mandi

Confident of a grand win. Feedback is great. Most importantly, people are casting their votes peacefully, he said. https://t.co/UbPnheSuej",['AssemblyElections2022']
405,Oneindia,"https://t.co/30Gam1jIun is a gamut of online resources. From breaking stories, top news, current affairs to sports update, movies & entertainment.",India,167,66829,441666,0,"Prime Minister @narendramodi on Saturday requested voters across the state of Himachal Pradesh to participate in the Assembly polls today.

#HimachalPradeshElections #assemblypolls2022 #AssemblyElections2022 #HimachalPradeshElection2022

https://t.co/kQxXRVuQ3n https://t.co/ChUugZq4mm","['HimachalPradeshElections', 'assemblypolls2022', 'AssemblyElections2022', 'HimachalPradeshElection2022']"
,pradeepbandaj1,"माननीय प्रधानमंत्री श्री @narendramodi जी जिंदाबाद माननीय मुख्यमंत्री श्री @myogiadityanath जी जिंदाबाद 
#जय_श्री_राम ॐ श्री हनुमते नमः 
(राष्ट्रहित सर्वोपरि)🙏","बिजनौर, भारत 🇮🇳🇮🇳 ",308,1603,182632,25,"Himachal Pradesh CM Jairam Thakur, his wife Sadhana Thakur &amp; daughters Chandrika Thakur &amp; Priyanka Thakur, offer prayers in Mandi, ahead of casting their votes for the state's #AssemblyElections2022 https://t.co/OGWVvDXW7j",[]
406,latestly,"https://t.co/UVDtERUJlr focuses on the What, When, Who and How of a trending story, and helps readers with analyses that go beyond the domain of news.","Mumbai, India",349,74905,288465,1,"Himachal Pradesh Assembly Elections 2022: CM Jairam Thakur and His Family Offer Prayers in Mandi Ahead of Casting Their Votes

#HimachalPradeshElection #AssemblyElections2022 #BJP #Congress #Dharamshala #HimachalPradesh #HimachalPradeshElection2022

https://t.co/XsbUg6fOdA","['HimachalPradeshElection', 'AssemblyElections2022', 'BJP', 'Congress', 'Dharamshala', 'HimachalPradesh', 'HimachalPradeshElection2022']"
,hardikpoddar6,"News junkie | Politics | Observer & Analyst | I tweet informative facts and opinions
|| Jai Hind ||",,477,98,42305,16,"Himachal Pradesh | People cast their votes in Nadaun Assembly constituency, Hamirpur; visuals from polling station 4

I am a first-time voter; feel very excited. I have voted for development: Ankita, a voter

#AssemblyElections2022 https://t.co/0453ZyRUhR",[]
407,VishalT92442012,Software Engineer by profession. Former Owner of India Community on expired Orkut platform. Fan of Bundesliga and German national football team.,India,1295,914,130189,16,"Himachal Pradesh | People cast their votes in Nadaun Assembly constituency, Hamirpur; visuals from polling station 4

I am a first-time voter; feel very excited. I have voted for development: Ankita, a voter

#AssemblyElections2022 https://t.co/0453ZyRUhR",[]
,Questio05585171,Searching..,,38,18,1688,0,"Think thrice before you vote to which party.

#HimachalPradeshElections
#AssemblyElections2022 https://t.co/Vzh9Z1YYl2","['HimachalPradeshElections', 'AssemblyElections2022']"
408,tv9gujarati,NO.1 GUJARATI NEWS CHANNEL. Follow us for breaking news and updates from Gujarat and India. For latest News Videos Subscribe https://t.co/KMXU8OdKK1,"Gujarat, India",62,882552,413361,0,"#HimachalPradesh CM Jairam Thakur, his wife Sadhana Thakur &amp; daughters Chandrika Thakur &amp; Priyanka Thakur, offer prayers in Mandi, ahead of casting their votes for the state's #AssemblyElections2022 
#TV9News https://t.co/hovFoV17qj","['HimachalPradesh', 'AssemblyElections2022', 'TV9News']"
,ShimlaTimes,"News portal published from Shimla, India 🇮🇳",India,259,7154,58157,0,"Himachal Pradesh | People cast their votes in Nadaun Assembly constituency, Hamirpur; visuals from polling station 4

I am a first-time voter; feel very excited. I have voted for development: Ankita, a voter

#AssemblyElections2022 https://t.co/nZHAAhgvsI",['AssemblyElections2022']
409,lightngmoonking,"INDIAN. Realist. ANTI Le-Li. 

Believe TRUTH is all encompassing.

BJP has to Blossom in AP & TN

Jai Siya Ram. 

Is 2012 late by 8 years?",அரவம்-గులూతే,362,301,224959,25,"Himachal Pradesh CM Jairam Thakur, his wife Sadhana Thakur &amp; daughters Chandrika Thakur &amp; Priyanka Thakur, offer prayers in Mandi, ahead of casting their votes for the state's #AssemblyElections2022 https://t.co/OGWVvDXW7j",[]
,ArgusNews_in,Argus News(https://t.co/79dFkqIXbC) from Digital to Satellite has emerged as a platform that Voices 4.5 crore Odias.,Bhubaneswar,156,28768,64927,1,"Himachal Pradesh CM Jairam Thakur, his wife Sadhana Thakur &amp; daughters Chandrika Thakur &amp; Priyanka Thakur, offer prayers in Mandi, ahead of casting their votes for the state's #AssemblyElections2022
(ANI) https://t.co/4fVYJ7RNk2",['AssemblyElections2022']
410,soumakpalit1,"St.Coordinator Event @ProfCong, VC SM @KKC WB, SM @Sevadal",Kolkata,829,212,11791,9,"Himachal Pradesh | People cast their votes for the Assembly election across the state; visuals from polling booth number 12, Dharamshala

Voting is underway for 68 Assembly constituencies in Himachal Pradesh

#AssemblyElections2022 https://t.co/DoFl7GfDdS",[]
,soumakpalit1,"St.Coordinator Event @ProfCong, VC SM @KKC WB, SM @Sevadal",Kolkata,829,212,11791,5,"Voting for #HimachalPradeshElection2022 has begun. Visuals from a polling station in Samirpur, Hamirpur. 

#AssemblyElections2022 https://t.co/P2iZwhcUv6","['HimachalPradeshElection2022', 'AssemblyElections2022']"
411,soumakpalit1,"St.Coordinator Event @ProfCong, VC SM @KKC WB, SM @Sevadal",Kolkata,829,212,11791,6,"Himachal Pradesh | People cast their votes in Shimla for the #AssemblyElections2022 

Voting should be taken more as a responsibility; today's generation takes it very lightly. There should be more progress &amp; more facilities should be given in rural areas, said a voter https://t.co/tLhkzQY4mW",['AssemblyElections2022']
,soumakpalit1,"St.Coordinator Event @ProfCong, VC SM @KKC WB, SM @Sevadal",Kolkata,829,212,11791,16,"Himachal Pradesh | People cast their votes in Nadaun Assembly constituency, Hamirpur; visuals from polling station 4

I am a first-time voter; feel very excited. I have voted for development: Ankita, a voter

#AssemblyElections2022 https://t.co/0453ZyRUhR",[]
412,LalithKris,"Indian..! Modian..! Human..! U b U, I b Me..! Follow for #PositiveNews #PositiveIndia...!🙏🏽",,6,569,415544,25,"Himachal Pradesh CM Jairam Thakur, his wife Sadhana Thakur &amp; daughters Chandrika Thakur &amp; Priyanka Thakur, offer prayers in Mandi, ahead of casting their votes for the state's #AssemblyElections2022 https://t.co/OGWVvDXW7j",[]
,AmiteSharma6277,Hi Bhagavad Gita ancient First holy book 6000 yrs old. Proud Hindu myself Pandit Amit Sharma for any Astrology Consultation contact in New Delhi India,"New Delhi, India",5000,2821,55898,16,"Himachal Pradesh | People cast their votes in Nadaun Assembly constituency, Hamirpur; visuals from polling station 4

I am a first-time voter; feel very excited. I have voted for development: Ankita, a voter

#AssemblyElections2022 https://t.co/0453ZyRUhR",[]
413,shaurya261,,"नई दिल्ली, भारत",432,105,34024,16,"Himachal Pradesh | People cast their votes in Nadaun Assembly constituency, Hamirpur; visuals from polling station 4

I am a first-time voter; feel very excited. I have voted for development: Ankita, a voter

#AssemblyElections2022 https://t.co/0453ZyRUhR",[]
,Viral_Trends_IN,Financial Market & Global Trending News,"Mumbai, India",1,4,1048,0,"HIMACHAL PRADESH CM JAIRAM THAKUR, HIS WIFE SADHANA THAKUR &amp;AMP; DAUGHTERS CHANDRIKA THAKUR &amp;AMP; PRIYANKA THAKUR, OFFER PRAYERS IN MANDI, AHEAD OF CASTING THEIR VOTES FOR THE STATE'S #ASSEMBLYELECTIONS2022 
#ANI","['ASSEMBLYELECTIONS2022', 'ANI']"
414,NewsMobileIndia,NewsMobile is a fact checked mobile news and content platform and busts fake news. We are a signatory to IFCN code of principles  founded by @isaurabhshukla,India,98,17413,204983,0,"Himachal Pradesh | People cast their votes in Nadaun Assembly constituency, Hamirpur; visuals from polling station 4

I am a first-time voter; feel very excited. I have voted for development: Ankita, a voter

#AssemblyElections2022  

https://t.co/TBQIw4KDl3 https://t.co/9oyZwbMEJg",['AssemblyElections2022']
,VijayMi98897381,"proud ,Of India ,मै हर बार मोदी जी को ही वोट दूगां जी,","Beera ,Banda U.P. India",5002,1387,187048,1,"Himachal Pradesh | People cast their votes for the Assembly election across the state; visuals from polling booth number 12, Dharamshala

Voting is underway for 68 Assembly constituencies in Himachal Pradesh

#AssemblyElections2022 https://t.co/B6ux1BUG6j",[]
415,NewsMobileIndia,NewsMobile is a fact checked mobile news and content platform and busts fake news. We are a signatory to IFCN code of principles  founded by @isaurabhshukla,India,98,17413,204983,0,"Battle For States: Voting Underway For 68 Assembly Seats In #HimachalPradesh     

#AssemblyElections2022
#HimachalPradeshElections
#HimachalElection2022 

https://t.co/HMCXeDmOO9","['HimachalPradesh', 'AssemblyElections2022', 'HimachalPradeshElections', 'HimachalElection2022']"
,timesofindia,"News. Views. Analysis. Conversations. India’s No.1 digital news destination, world’s largest-selling English newspaper - A Times Internet Limited Product",,319,14628781,827156,0,"Himachal Pradesh CM Jairam Thakur, his wife Sadhana Thakur &amp; daughters Chandrika Thakur &amp; Priyanka Thakur, offer prayers in Mandi, ahead of casting their votes for the state's #AssemblyElections2022 https://t.co/lxOTyL79b6",['AssemblyElections2022']
416,Oneindia,"https://t.co/30Gam1jIun is a gamut of online resources. From breaking stories, top news, current affairs to sports update, movies & entertainment.",India,167,66829,441666,0,"Prime Minister @narendramodi on Saturday requested voters across the state of Himachal Pradesh to participate in the Assembly polls today.

#HimachalPradeshElections #assemblypolls2022 #AssemblyElections2022 #HimachalPradeshElection2022

https://t.co/kQxXRVuQ3n","['HimachalPradeshElections', 'assemblypolls2022', 'AssemblyElections2022', 'HimachalPradeshElection2022']"
,smitaprakash,Asian News International. Will block and/report abuse. Spam from terror orgs will be reported too.,"New Delhi, India",230,886803,107771,16,"Himachal Pradesh | People cast their votes in Nadaun Assembly constituency, Hamirpur; visuals from polling station 4

I am a first-time voter; feel very excited. I have voted for development: Ankita, a voter

#AssemblyElections2022 https://t.co/0453ZyRUhR",[]
417,TheCapt77371090,"Profession-Business Consultant.

Hobby-Bollywood/Politics critic.",15 lakh ke intazaar me,1338,125,25558,16,"Himachal Pradesh | People cast their votes in Nadaun Assembly constituency, Hamirpur; visuals from polling station 4

I am a first-time voter; feel very excited. I have voted for development: Ankita, a voter

#AssemblyElections2022 https://t.co/0453ZyRUhR",[]
,timesofindia,"News. Views. Analysis. Conversations. India’s No.1 digital news destination, world’s largest-selling English newspaper - A Times Internet Limited Product",,319,14628781,827156,1,"Himachal Pradesh | People cast their votes for the Assembly election across the state; visuals from polling booth number 12, Dharamshala

Voting is underway for 68 Assembly constituencies in Himachal Pradesh

#AssemblyElections2022 https://t.co/B6ux1BUG6j",['AssemblyElections2022']
418,Amethi16,🇮🇳 - उत्तर प्रदेश का हूँ! Centrist Liberal Nationalist,,116,302,56150,16,"Himachal Pradesh | People cast their votes in Nadaun Assembly constituency, Hamirpur; visuals from polling station 4

I am a first-time voter; feel very excited. I have voted for development: Ankita, a voter

#AssemblyElections2022 https://t.co/0453ZyRUhR",[]
,ANI,"Asian News International. Multi-media news agency, content for information platforms: TV, Internet, broadband, newspapers, mobiles https://t.co/eEMPAbi38k",India,0,7423125,609483,16,"Himachal Pradesh | People cast their votes in Nadaun Assembly constituency, Hamirpur; visuals from polling station 4

I am a first-time voter; feel very excited. I have voted for development: Ankita, a voter

#AssemblyElections2022 https://t.co/0453ZyRUhR",['AssemblyElections2022']
419,JagranEnglish,"Jagran English the new age Trending News site. Check out https://t.co/4HemovVozJ for all latest & top trends across globe  

Instagram: https://t.co/8qa8kxEZGx","New Delhi, India",53,15185,223034,0,"Himachal Pradesh CM Jairam Thakur, his wife Sadhana Thakur &amp; daughters Chandrika Thakur &amp; Priyanka Thakur, offer prayers in Mandi, ahead of casting their votes for the state's #AssemblyElections2022 #HimachalPradeshElections 

(ANI)

UPDATES🔗https://t.co/7gFEcDc4wz https://t.co/x2a7rfR4K3","['AssemblyElections2022', 'HimachalPradeshElections']"
,Amethi16,🇮🇳 - उत्तर प्रदेश का हूँ! Centrist Liberal Nationalist,,116,302,56150,6,"Himachal Pradesh | People cast their votes in Shimla for the #AssemblyElections2022 

Voting should be taken more as a responsibility; today's generation takes it very lightly. There should be more progress &amp; more facilities should be given in rural areas, said a voter https://t.co/tLhkzQY4mW",['AssemblyElections2022']
420,TweetKaregaAmit,"#ProudBhakt #Kafir #Hindutvavadi 

Ahimsa Parmo Dharma,
Dharma Himsa Tathaiva Cha

#जयश्रीराम #ज्यश्रीकृष्णा #हरहरमहादेव",United States,1913,1673,118254,25,"Himachal Pradesh CM Jairam Thakur, his wife Sadhana Thakur &amp; daughters Chandrika Thakur &amp; Priyanka Thakur, offer prayers in Mandi, ahead of casting their votes for the state's #AssemblyElections2022 https://t.co/OGWVvDXW7j",[]
,Oneindia,"https://t.co/30Gam1jIun is a gamut of online resources. From breaking stories, top news, current affairs to sports update, movies & entertainment.",India,167,66829,441666,0,"Himachal Pradesh Election 2022 LIVE: Voting for 68 Assembly constituencies begins

#HimachalPradeshElections #assemblypolls2022 #AssemblyElections2022 #HimachalPradeshElection2022 

https://t.co/i365cv8duV","['HimachalPradeshElections', 'assemblypolls2022', 'AssemblyElections2022', 'HimachalPradeshElection2022']"
421,TweetByRamakant,Student Advocate | Student Activist | Reader |  Thinker | Traveller | Tweets are Personal,"Thane, India",297,185,5915,6,"Himachal Pradesh | People cast their votes in Shimla for the #AssemblyElections2022 

Voting should be taken more as a responsibility; today's generation takes it very lightly. There should be more progress &amp; more facilities should be given in rural areas, said a voter https://t.co/tLhkzQY4mW",['AssemblyElections2022']
,AdityaR15775283,Finance | Technology | Politics | Philosophy | Economics | Nationalist,,230,14,4388,25,"Himachal Pradesh CM Jairam Thakur, his wife Sadhana Thakur &amp; daughters Chandrika Thakur &amp; Priyanka Thakur, offer prayers in Mandi, ahead of casting their votes for the state's #AssemblyElections2022 https://t.co/OGWVvDXW7j",[]
422,MayankS40746347,"Jai Hind 🇮🇳
Birthday on 1 january 
RCB
https://t.co/iJquHJmNkO",,1024,1885,102902,6,"Himachal Pradesh | People cast their votes in Shimla for the #AssemblyElections2022 

Voting should be taken more as a responsibility; today's generation takes it very lightly. There should be more progress &amp; more facilities should be given in rural areas, said a voter https://t.co/tLhkzQY4mW",['AssemblyElections2022']
,Ashokku07708552,26,,328,27,579,6,"Himachal Pradesh | People cast their votes in Shimla for the #AssemblyElections2022 

Voting should be taken more as a responsibility; today's generation takes it very lightly. There should be more progress &amp; more facilities should be given in rural areas, said a voter https://t.co/tLhkzQY4mW",['AssemblyElections2022']
423,CNNnews18,"Official Twitter account of CNN-News18. Lightning fast alerts, #BreakingNews from India and the world. 

Telegram : https://t.co/2gZo0Ej5y9",India,399,4737741,1003508,1,"#HimachalPolls, #AssemblyElections2022: Voting in Himachal Pradesh Begins, But Does #AAP Have Any Presence in Himachal? Listen in to know!

#BJP #Congress #AAP | @shilparathnam  @DhantaNews https://t.co/cr5X889cUs","['HimachalPolls', 'AssemblyElections2022', 'AAP', 'BJP', 'Congress', 'AAP']"
,ANI,"Asian News International. Multi-media news agency, content for information platforms: TV, Internet, broadband, newspapers, mobiles https://t.co/eEMPAbi38k",India,0,7423125,609483,6,"Himachal Pradesh | People cast their votes in Shimla for the #AssemblyElections2022 

Voting should be taken more as a responsibility; today's generation takes it very lightly. There should be more progress &amp; more facilities should be given in rural areas, said a voter https://t.co/tLhkzQY4mW",['AssemblyElections2022']
424,TOIChandigarh,Your city. Your neighborhood. Your block. Covered for you by https://t.co/VSKi1mCAsZ,,116,22209,52366,0,"#HimachalPradesh: CM Jairam Thakur, his wife Sadhana Thakur &amp; daughters Chandrika Thakur &amp; Priyanka Thakur, offer prayers in Mandi, ahead of casting their votes for the state's #AssemblyElections2022 https://t.co/LUgWcJKDt2","['HimachalPradesh', 'AssemblyElections2022']"
,JournoSunny93,"Journalist @Latestly 
EX: @Mid_day @bayside_journal
Alumni @alumnixaviers @standrewsbandra 
Views are personal 🙏","Bandra, Mumbai",1031,187,7350,1,"Himachal Pradesh Assembly Elections 2022: People Cast Vote in Dharamshala To Elect Next Government of the Hill State (See Pics)

#HimachalPradeshElection #AssemblyElections2022 #BJP #Congress #Dharamshala #HimachalPradesh #HimachalPradeshElection2022

https://t.co/BNgbFPaUWq",[]
425,Afternoon_Voice,"#AfternoonVoice is an Independent media bringing you news from India & around the world on Politics, Entertainment & Lifestyle | Founder & Editor @VaidehiTaman",India,138,1577,114642,0,"Voting at Himachal Pradesh has started in Samirpur, Hamirpur

#HimachalPradeshElection2022 #AssemblyElections2022 #News https://t.co/4drMEpi65f","['HimachalPradeshElection2022', 'AssemblyElections2022', 'News']"
,NewsMobileIndia,NewsMobile is a fact checked mobile news and content platform and busts fake news. We are a signatory to IFCN code of principles  founded by @isaurabhshukla,India,98,17413,204983,0,"Himachal Pradesh CM Jairam Thakur, his wife Sadhana Thakur &amp; daughters Chandrika Thakur &amp; Priyanka Thakur, offer prayers in Mandi, ahead of casting their votes for the state's #AssemblyElections2022 https://t.co/p5fmL6o2Vp",['AssemblyElections2022']
426,latestly,"https://t.co/UVDtERUJlr focuses on the What, When, Who and How of a trending story, and helps readers with analyses that go beyond the domain of news.","Mumbai, India",349,74905,288465,1,"Himachal Pradesh Assembly Elections 2022: People Cast Vote in Dharamshala To Elect Next Government of the Hill State (See Pics)

#HimachalPradeshElection #AssemblyElections2022 #BJP #Congress #Dharamshala #HimachalPradesh #HimachalPradeshElection2022

https://t.co/BNgbFPaUWq","['HimachalPradeshElection', 'AssemblyElections2022', 'BJP', 'Congress', 'Dharamshala', 'HimachalPradesh', 'HimachalPradeshElection2022']"
,FinancialXpress,Official Twitter account of FinancialExpress | The Indian Express Group |  @femarkets @fehindi @Xpressmobility @expressdrives @FEAspire,India,88,805091,477573,0,"Voting began in all 68 constituencies at 8 AM in Himachal Pradesh. Catch us for all live updates. 

#HimachalPradeshElection2022
#AssemblyElections2022

https://t.co/ZMeRkM8bFh","['HimachalPradeshElection2022', 'AssemblyElections2022']"
427,Modi_raj_,I Love Bharatiy Janta Party . Indian Nationalist,भारत,3768,2470,25147,25,"Himachal Pradesh CM Jairam Thakur, his wife Sadhana Thakur &amp; daughters Chandrika Thakur &amp; Priyanka Thakur, offer prayers in Mandi, ahead of casting their votes for the state's #AssemblyElections2022 https://t.co/OGWVvDXW7j",[]
,Oneindia,"https://t.co/30Gam1jIun is a gamut of online resources. From breaking stories, top news, current affairs to sports update, movies & entertainment.",India,167,66829,441666,0,"Himachal Pradesh CM @jairamthakurbjp, his wife #SadhanaThakur &amp; daughters #ChandrikaThakur &amp; #PriyankaThakur, offer prayers in Mandi, ahead of casting their votes for the state's #AssemblyElections2022 (ANI)

https://t.co/BhwE5Axpbt https://t.co/Rr8ArSSI85","['SadhanaThakur', 'ChandrikaThakur', 'PriyankaThakur', 'AssemblyElections2022']"
